PROP_TYPE|LIST_NO|LIST_AGENT|LIST_OFFICE|STATUS|LIST_PRICE|STREET_NO|STREET_NAME|UNIT_NO|TOWN_NUM|AREA|ZIP_CODE|LENDER_OWNED|REMARKS|PHOTO_COUNT|PHOTO_DATE|PHOTO_MASK|LISTING_ALERT|SALE_AGENT|SALE_OFFICE|SALE_PRICE|SETTLED_DATE|NEIGHBORHOOD|COUNTY|STATE|STYLE|LOT_SIZE|ACRE|SQUARE_FEET|GARAGE_SPACES|GARAGE_PARKING|BASEMENT|NO_ROOMS|NO_BEDROOMS|NO_FULL_BATHS|NO_HALF_BATHS|MASTER_BATH|STATUS|LIV_LEVEL|LIV_DIMEN|LIV_DSCRP|DIN_LEVEL|DIN_DIMEN|DIN_DSCRP|FAM_LEVEL|FAM_DIMEN|FAM_DSCRP|KIT_LEVEL|KIT_DIMEN|KIT_DSCRP|MBR_LEVEL|MBR_DIMEN|MBR_DSCRP|BED2_LEVEL|BED2_DIMEN|BED2_DSCRP|BED3_LEVEL|BED3_DIMEN|BED3_DSCRP|BED4_LEVEL|BED4_DIMEN|BED4_DSCRP|BED5_LEVEL|BED5_DIMEN|BED5_DSCRP|BTH1_LEVEL|BTH1_DIMEN|BTH1_DSCRP|BTH2_LEVEL|BTH2_DIMEN|BTH2_DSCRP|BTH3_LEVEL|BTH3_DIMEN|BTH3_DSCRP|LAUNDRY_LEVEL|LAUNDRY_DIMEN|LAUNDRY_DSCRP|OTH1_ROOM_NAME|OTH1_LEVEL|OTH1_DIMEN|OTH1_DSCRP|OTH2_ROOM_NAME|OTH2_LEVEL|OTH2_DIMEN|OTH2_DSCRP|OTH3_ROOM_NAME|OTH3_LEVEL|OTH3_DIMEN|OTH3_DSCRP|OTH4_ROOM_NAME|OTH4_LEVEL|OTH4_DIMEN|OTH4_DSCRP|OTH5_ROOM_NAME|OTH5_LEVEL|OTH5_DIMEN|OTH5_DSCRP|OTH6_ROOM_NAME|OTH6_LEVEL|OTH6_DIMEN|OTH6_DSCRP|COLOR|EXTERIOR_FEATURES|INTERIOR_FEATURES|LOT_DESCRIPTION|ROAD_TYPE|HEAT_ZONES|HEATING|COOLING_ZONES|COOLING|ELECTRIC_FEATURE|WATER|SEWER|APPLIANCES|WATERFRONT_FLAG|WATERFRONT|WATERVIEW_FLAG|WATERVIEW_FEATURES|ADULT_COMMUNITY|SQUARE_FEET_INCL_BASE|SQUARE_FEET_DISCLOSURES|HOME_OWN_ASSOCIATION|SHORT_SALE_LENDER_APP_REQD|PARKING_SPACES|PARKING_FEATURE|TOTAL_PARKING|NO_BATHS|AboveGradeFinishedArea|BelowGradeFinishedArea
"MH"|73243403|"BB807871"|"AN7380"|"SLD"|134999|"36"|"Sycamore"||206||"02338"|"N"|"Welcome to Halifax Estates, a Resident owned 55+ mobile home neighborhood.  There are 430 manufactured homes in this desirable community.  This home is 2 bedrooms with one bathroom.   A good size living room, dining room and kitchen.  There is a bonus three season room that is attached.  The driveway fits two vehicles and has a carport.  The community has a building that can be reserved for parties and a workout room.  The fees are $636.00 per month and include water, cable TV, property tax, insurance, trash pick up, recycle, roadway upkeep, and plowing.  All persons living in the home must be 55 years or older."|15|5/28/2024 6:28:00 PM|0|"N"|"A8000955"|"BB2685"|125000|9/10/2024||"Plymouth"|"MA"|"A"|16000|0.37|800|0|"D"|"N"|5|2|1|0|"Y"|"SLD"||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||"White/Tan"|"B"|"D"|"C,S"|"B"|1|"A"|1|"A"|"A"|"A"|"C"|"A,F,I,K,L"|"N"||"N"||"Y"|"N"||"Y"|"N"|2|"A"|2|"1f;0h"|800|
"MH"|73243418|"TM333097"|"BB4624"|"SLD"|179900|"34"|"Michael Street"||117|"WWA"|"02576"|"N"|"Welcome to Holly Heights! Nestled in this lovely 55+ community lies this well-maintained 2 Bedroom, 1.5 Bath home boasting 1000 square feet of living space! Featuring a spacious living room flowing into kitchen with large eat-in dining area with skylight bringing in natural lighting. You are going to love sitting in your large sunroom that leads to your back deck overlooking beautiful trees and your own private serenity! The guest room on the opposite end of the homes allows for additional privacy with it's own half bath. Featuring oil heating and central air, new paint and flooring! Monthly park fee of $200 includes taxes, trash, water, septic, landscaping/maintenance of all common areas and snow removal for main streets. The park is conveniently located minutes to Route 495, 195 and minutes to Wareham Crossing where you can enjoy shopping and great dining!"|21|5/28/2024 7:18:00 PM|0|"N"|"CN241170"|"AN6369"|176000|7/31/2024||"Plymouth"|"MA"|"A"|0|0|1001|0||"N"|5|2|1|1|"Y"|"SLD"|"1"|"17X13"|"G,M,41"|"1"|"11X6"|"7"||||"1"|"18X7"|"E,7,O"|"1"|"12X11"|"G,V,M"|"1"|"12X11"|"B,V,M"||||||||||"1"|"7X6"|"A,22"|"1"|"6X3"|"B"||||"1"|||"SUN"|"1"|"14X10"|"35,41"|||||||||||||||||||||"Yellow"|"A,C,M,O"||"B,C"|"A,C,E"||"B,M"||"A"||"A"|"C"|"A,C,I,K,L"|"N"|||||"N"|"Measurements Are Calculated By Cubicasa Technology. Deemed Highly Reliable But Not Guaranteed."|"Y"|"N"|3|"A,N"|3|"1f;1h"|1001|
"MH"|73243430|"TM347545"|"AN6272"|"SLD"|199900|"103"|"Mayflower Ave."||173||"02780"|"N"|"Experience modern living in this fully renovated mobile home, Oak Hill Taunton Residents Association, a resident owned family community conveniently located in Taunton. This charming home features 2 bedrooms and 1 bath, boasting a comprehensive makeover that leaves no detail overlooked. The kitchen is a chef's dream, equipped with stainless steel appliances, natural gas range, new cabinetry, and granite countertops. The interior is designed for comfort and style, with new vinyl flooring throughout the kitchen, dining room, living room, hallways, and carpet in the bedrooms Enjoy peace of mind with a new roof, vinyl siding, energy-efficient vinyl windows, upgraded plumbing and complete electrical service. Stay comfortable year-round with brand new heating and AC systems. This home is move-in ready, providing modern amenities in a convenient location. Don't miss this opportunity to own a meticulously updated mobile home."|20|5/28/2024 7:45:00 PM|0|"N"|"CN233061"|"BB4624"|199000|7/26/2024||"Bristol"|"MA"|"A"|0|0|916|0||"N"|5|2|1|0||"SLD"|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||"O"||"C"|||"B"||"A"|"D"|"A"|"C"|"A,C,F"|"N"||"N"|||"N"||"Y"|"N"|2|"A"|2|"1f;0h"|916|
"MH"|73243450|"M0001554"|"M60900"|"SLD"|189900|"51"|"Monson Turnpike"|"1020"|868||"01082"|"N"|"Brand NEW! This manufactured home has the ease of one level living that you have been craving to relax in! Tasteful, neutral decor throughout the open floor plan. Living room offers tray ceiling, recessed lighting and the perfect accent wall to hang your flat screen TV on with ample built in storage. The kitchen offers all new appliances, shaker cabinets and stainless farm house sink. This split bedroom plan is just perfect with main at one end offering double closet doors and private full bath with stand up shower. The second bedroom at the opposite end of this home features a walk in closet. Come take a look at this bright and spacious home that is adorable and affordable! This park is a self governing co-op with low monthly fee. Great location across from the Quabbin Reservoir where you can enjoy daily serene walks and gorgeous views! (Better/more photos coming soon)"|10|8/4/2024 3:32:00 PM|0|"N"|"m0001554"|"m60900"|179900|8/30/2024||"Hampshire"|"MA"|"B,G"|0|0|1001|0||"N"|4|2|2|0|"Y"|"SLD"|"1"||"7,41,44,47,77"|||||||"1"||"7,33,2,26,41,44,47,51,64"|"1"||"A,V,7,2,47"|"1"||"I,7"||||||||||"1"||"A,24,7,2"|"1"||"A,22,7,2,64"||||"1"||"7,2,39,41,57"|||||||||||||||||||||||||||"D"|"C,S,K"|||"A,B,P,14"||"A"|"D"|"B"|"F"|"A,C,F,I"|"N"||"N"||"N"|"N"||"Y"|"N"|2|"A,L,N"|2|"2f;0h"|1001|
"MH"|73244646|"TM330783"|"AN5706"|"SLD"|100000|"13"|"Berkeley Street"||373||"01876"|"N"|"This home is a must see and has so much potential! The cabinet packed kitchen offers laminate flooring, 2 built in hutches and a dining area. There are two new heat/air pumps providing energy efficient heating and cooling. Step outside onto the spacious deck or relax in the large three-season sunroom equipped with new windows. Completing the package is a convenient storage shed, providing extra space to keep outdoor essentials organized and easily accessible. This home offers many other updates, and all of the appliances will stay. Don't miss your chance to make this home yours!"|13|5/30/2024 3:52:00 PM|0|"N"|"TM330783"|"AN5706"|95000|9/23/2024|"Lakeside Mobile Home Court"|"Middlesex"|"MA"|"A,D,E"|0|0|780|0||"N"|5|2|1|0|"N"|"SLD"|"1"|"16X12"|"G,W,1"|||||||"1"|"17X12"|"G,1,O"|"1"|"12X12"|"V,1"|"1"|"8X8"|"V,1"||||||||||"1"|"8X6"|"13,7"|||||||"1"|"7X3"||"SUN"|"1"|"20X10"|"G,M"|||||||||||||||||||||"white"|"B,C,O"|"D"|"C"|"B,C,F"|2|"I,O"|2|"D"|"D"|"A"|"A"|"A,I,K,L"|"N"||"N"||"N"|"N"|"approx 200 sq.ft additional with addition."|"Y"|"N"|2|"A"|2|"1f;0h"|780|
"MH"|73245264|"BB804651"|"AN7615"|"SLD"|150000|"18"|"Taunton"|"1"|69||"02762"|"N"|"Location,Location,Location!  Located in the well maintained Killarney Estates ,this lot gives you many benefits not often found in a mobile home park.Located at the end of a cul de sac,abutting the woods, you can enjoy privacy while sitting on your deck or working in your gardens.2 large sheds give you all the extra storage space needed, who needs a basement? Completing the exterior is a double car carport.The interior includes a 3 season porch, eat in kitchen. Furnace 2021, hot water tank 2024. A quick close is possible. HOA $625 per month. All information is supplied by the seller and public records."|16|5/30/2024 11:23:00 PM|0|"N"|"BB803131"|"AN6243"|160000|8/9/2024||"Norfolk"|"MA"|"A"|0|0|980|0|"D"|"N"|4|2|1|0||"SLD"|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||"B,C,O"||"A"|||"B,P"||"A"||"A"|"A"|"B,H,I"|"N"|||||"N"|"Does not include 3 season room"|"Y"|"N"|2|"A"|2|"1f;0h"|980|
"MH"|73245575|"BB810532"|"AN1201"|"SLD"|179900|"117"|"Leicester St."|"117"|373||"01876"|"N"|"BOM, pervious buyer failed to meet park approval. 2011 single wide mobile home. 4 rooms, 2 bedrooms and 1 1/2 bathrooms, Great alternative to renting. $441 (per month) lot fees include: Road maintenance, trash removal, water, sewer and real estate taxes. Unit is located in the Billerica Mobile Home Park. All buyers must be pre-approved. Once a buyer is identified they must meet park approval (background and credit check) at buyers' expense. easy to show."|15|5/31/2024 3:07:00 PM|0|"N"|"CN208705"|"AN6202"|168000|7/26/2024||"Middlesex"|"MA"|"A"|0|0|700|0||"N"|4|2|1|1||"SLD"||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||"yellow"|||"S"|||"B,P"||"H"||"A"|"A"||"N"||"N"|||"N"||"Y"|"N"|2||2|"1f;1h"|700|
"MH"|73245689|"BB985243"|"AN8575"|"SLD"|280000|"14"|"headlands"||213||"02360"|"U"|"Large, Spacious double wide modular, located in the beautiful, well maintained Long Pond Village. (55+ community). Featuring 3 nice size bedrooms and 3 full baths. The master suite has his and her bathrooms that lead into a huge walk in closet.  The spacious living room opens up to a porch that allows you to enjoy the private, wooded backyard The dining area and kitchen area, offers an open floor plan, that is great for entertaining.  Off the kitchen is a full size W/D. In the yard, irrigation is an added bonus with a storage shed. Close proximity to great locations such as Scusset Beach, Cape Cod and the Canal. Perfect for summer strolls. Long Pond Village also offers a large clubhouse that has a water view. Close to highways and Bridge to Cape Cod. What a wonderful location to call home. Monthly fee covers REAL ESTATE TAXES, trash, water, septic, snow removal, access to the clubhouse, roads and common areas."|39|5/31/2024 8:02:00 PM|0|"N"|"bb803757"|"an4363"|280000|7/31/2024||"Plymouth"|"MA"|"B"|46609|1.07|1904|1|"A"|"N"|6|3|3|0||"SLD"|"1"|||"1"||||||"1"|||"1"|||"1"|||"1"|||||||||"1"|||"1"|||"1"|||"1"|||||||||||||||||||||||||||"white"|"A,C"||"A,B"||1|"N"|1|"A"||"D"|"C"|"A,C,I"|"N"||"N"||"Y"|"N"|"Buyers agent o due their own due diligence. Sq ft may not be exact."|"Y"|"N"|6|"O"|7|"3f;0h"|1904|
"MH"|73246249|"C3445944"|"NB5013"|"SLD"|69900|"154"|"newbury"|"34"|315||"01960"|"N"|"LOT AVAILABLE IN DESIRABLE FAMILY ESTATES COPERATIVE MOBILE PARK.  APPROX 120' X 30'    SEWER and WATER  BRING YOUR UNIT AND HAVE A BRAND NEW BEAUTIFUL HOME....COOP FEE IS ONY 300- 350 A MONTH WHICH INCLUDES R E TAXES, WATER AND SEWER, RUBBISH REMOVAL, SNOW PLOWING AND COMMON AREA MAINTENANCE.  THIS IS A VERY RARE FIND  AND A  GREAT OPPORTUNITY....."|2|6/3/2024 1:09:00 PM|0|"N"|"c3445944"|"nb5013"|55000|12/16/2024||"Essex"|"MA"|"G"|0|0|0|0||"N"|0|0|0|0||"SLD"|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||"C"|"A"||"S"||"G"||"A"|"A"||"N"||"N"|||"N"||"Y"|"N"|1|"A"|1|"0f;0h"|0|
"MH"|73246686|"A0000826"|"A49101"|"SLD"|199900|"8"|"Indian  Trail"||213||"02360"|"N"|"DISCOVER PLYMOUTH MOBILE ESTATES! What a great location, within a mile from Plymouth center, the waterfront, ocean beaches, Rte 3 exits and the commuter train. Spacious blend of Living/Dining and Kitchen create an open floor plan where friends and family can easily enjoy food, entertainment and lasting memories. The MBR has a full dbl closet and a built in wall to wall chest of drawers for clothes and other storage. Abutting the MBR is a full bath/shower with lots of room. The washer and dryer share a half bath. A 2nd BR has carpeting and a full closet.  A fully enclosed ""3 season"" room can be a Family Room, Office or Den. A carport will help shelter you from inclement weather with an easy entrance into the home. Yes, there's a paved dbl driveway and an open patio area to the rear. This home comes with central air, natural gas FHA heat and hot water. This mobile park includes 2 inground pools, a clubhouse facility and an excellent traveling LOCATION!"|22|6/4/2024 10:58:00 AM|0|"N"|"CN221196"|"AN6232"|199900|7/29/2024||"Plymouth"|"MA"|"A"|0|0|1186|0|"D"|"N"|7|2|1|1|"N"|"SLD"|"1"|"18'3""X20'2"""|"G,M,2,41,44"|"1"|"11'9""X7'4"""|"M,2,44"|"1"|"11'5""X15'10"|"M,2,41"|"1"|"11'9""X12'8"""|"G,7,2,44,47"|"1"|"13'1""X14'2"""|"G,V,M,N,2"|"1"|"10'X9'6"""|"V,M"||||||||||"1"|"9'9""X10'1"""|"A,24,7,2"|"1"||||||"1"|"4'10""X10'1"""|"B,7"|"SUN"||||||||||||||||||||||||"White"|"B,O"|"D"|"C,S"|"B,C,F"|1|"B,N"|1|"A"|"D,F"|"A"|"C"|"A,C,I"|"N"||"N"||"Y"|"N"||"Y"|"N"|2|"A,N"|2|"1f;1h"|1186|
"MH"|73246838|"K0001426"|"AN6245"|"SLD"|222000|"139"|"Pine Avenue"||427||"01566"|"N"|"Absolutely delightful double-wide home in probably the nicest and most private setting in the park.  Large open living-dining area with beautiful custom built-ins.  Fully applianced kitchen with loads of cabinets and granite countertops.  Master bedroom is huge with a large full bath and walk-in closet.  Second bedroom is spacious, with a good-sized closet as well.  This lovely home has loads of closets, cabinets, and an unbelievable amount of storage.  Separate utility room with washer and dryer.  Attached is a large carport with more storage.  This is a rare opportunity to own a fabulous home with a private, gorgeously landscaped yard in a very desirable park. Park share of $25,000 is to be purchased by new owner.  Cats allowed, and 1 dog under 30 lbs. is also permitted.   The park fee includes water, sewer, taxes, trash removal, snow removal, and basic cable!   DON'T MISS OUT!"|40|6/4/2024 1:50:00 PM|0|"N"|"K9503255"|"AN6245"|213000|8/2/2024||"Worcester"|"MA"|"B"|0|0|1056|1|"A,D,G"|"N"|5|2|2|0|"Y"|"SLD"|"1"||"72,V,1,30"|||||||"1"||"W,1,O,U"|"1"||"A,G,I,1"|"1"||"V,M"||||||||||"1"||"A,V,7"|"1"||"A,7"||||"1"||"V"|||||||||||||||||||||||||"Tan"|"O"|"D"|"C"|"B,C"||"A,B,M"||"A"|"D"|"E"|"C"|"A,C,F,I,K,L"|"N"||"N"||"Y"|"N"||"Y"|"N"|4|"A,N"|5|"2f;0h"|1056|0
"MH"|73246992|"BB700547"|"BB7113"|"SLD"|179500|"147"|"Windswept Road"||117||"02576"|"N"|"Great Hill Estates 55 and over community located in West Wareham.  Start living the easy life that you deserve in this well cared for two bedroom unit with open floor plan for entertaining.  Once you enter the home you would never guess you where in a mobile home!  There are six rooms that give you the feeling of being in a large ranch style home. The floor plan was designed for those who like to entertain as well as those who like their own space while others are in the living room /dining room you can relax in the den. There are two good size bedrooms with ample closet space , the kitchen comes fully equipped with stove, dishwasher, microwave, and newer fridge as well as an amazing breakfast bar. The owner took great pride in all the natural plantings and landscaping around the home that anyone would be proud of.  There is also a private covered deck off the back to enjoy those summer days as well as two workshops with electricity.  Active community with swimming pool and club house."|32|6/4/2024 5:03:00 PM|0|"N"|"CN233194"|"AN7962"|167500|7/30/2024||"Plymouth"|"MA"|"A"|5000|0.11|924|0||"N"|6|2|1|0||"SLD"||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||"D"|"B,C"|"B"||"D"||"C"|"D"|"A"|"A"|"B,F,H,I"|"N"||"N"|||"N"|"Sq footage does not include dining room or den addition"|"Y"|"N"|2||2|"1f;0h"|924|
"MH"|73247197|"CN228126"|"AN7845"|"SLD"|269900|"6"|"Lancelot"|"261"|67||"02703"|"N"|"Welcome to 6 Lancelot Drive located in the desirable 55+ Sandcastle community. This recently renovated double wide home features an open concept with a spacious living room & dining room with vaulted ceilings and tons of natural sunlight. The updated and bright kitchen features new granite counters s/s appliances & new flooring. Down the hall is where you will find two spacious bedrooms including a en-suite which features a full bathroom with soaking tub and walk in shower. HOA includes taxes, water, sewer, trash, road maintenance, and many amenities, such as an outdoor pool, BBQ, pickleball, firepit, and hall. Close to shopping, dining, and entertainment, train station and with easy access to major highways. Pets are allowed with restrictions. Buyers to obtain park approval and credit application."|33|6/5/2024 5:53:00 AM|0|"N"|"TEAM0055"|"A36001"|269900|9/20/2024||"Bristol"|"MA"|"B"|0|0|1456|0||"N"|7|2|2|0|"Y"|"SLD"|"1"||"F,G,7,4,27,41,67"|"1"||"7,2,67"||||"1"||"7,58,T,U,2,25,35,41,44,48,51"|"1"||"A,H,V,7,2,27"|"1"||"V,7,27"||||||||||"1"||"A,24,7,U,2"|"1"||"A,24,R,U,2"||||"1"|||||||||||||||||||||||||||"tan"|"A,C,7,M,O"|"D,Q"|"C,N,S"|"B,C,F"|1|"A,M"|1|"A"|"D,H"|"A"|"A"|"A,C,F,K,L,P"|"N"||"N"||"Y"|"N"||"Y"|"N"|2|"A,O"|2|"2f;0h"|1456|0
"MH"|73247988|"TM351638"|"AN6234"|"SLD"|310000|"5"|"Fawn Drive"||213||"02360"|"N"|"Welcome to the tranquil (Pet Friendly) haven of Pinehurst Village, exclusively for those 55 and over! Step into a beautifully designed open floor plan with a farmer's porch. The interior is freshly painted, and features like-new laminate flooring for an easy, move-in ready experience. The kitchen features Stainless Steel Appliances and a beautiful Butcher Block Island. This home offers plenty  of storage, including a handy laundry nook with cabinets, a spacious kitchen pantry, a coat closet, two linen closets, and generous bedroom closets. The primary bedroom has its own private bathroom. The second bedroom, illuminates natural light from large windows.Winter brings its own perks with a covered carport to shield your vehicle from the snow, and a reliable Generac generator ensures you're never without power. This is a GREAT condo alternative!"|17|6/6/2024 8:31:00 AM|0|"N"|"TM351638"|"AN6234"|305000|9/27/2024|"Pinehurst Village"|"Plymouth"|"MA"|"B,D"|0|0|1344|0|"D"|"N"|4|2|2|0|"N"|"SLD"|"1"|"14X16"|"1,41,44"|"1"|"8X8"|"72,1,44"||||"1"|"13X13"|"1,41,44"|"1"|"13X14"|"13,V,1"|"1"|"11X14"|"V,1"||||||||||"1"|"5X7"|"13,1"|"1"|"5X9"|"A,1"||||"1"|"8X8"|"1"||||||||||||||||||||||||||"A,D,F,O"||"C,S"|"C"|1|"A"|1|"A"|"H"|"A"|"A"|"A,C,I,J,K,L"|"N"|||||"N"||"Y"|"N"|3|"N"|3|"2f;0h"|1344|
"MH"|73248301|"CN240873"|"AN6566"|"SLD"|550000|"11"|"Ashleys"||1190||"03874"|"N"|"Charming 3BR/2BA ranch style home situated on .37 acre lot. Welcoming front porch into the bright and spacious living room. Large eat-in kitchenwith an abundance of cabinets and stainless steel appliances. This property also features a 2-car garage, public water/sewer and central air conditioning for year roundcomfort. Best of all, there is no HOA fees, allowing you the freedom to enjoy your property without additional costs or restrictions. Great location !!! Ideal for comfortableliving and entertaining. The Rail Trail bike path is accessible and goes all the way to Newburyport, MA, minutes to many shops, restaurants and not to mention thebeautiful Atlantic ocean beach just minutes away. Don't miss out on this wonderful opportunity! Schedule a showing today to experience all that this home has to offer."|29|6/6/2024 9:21:00 AM|0|"N"|"g0002842"|"AN6420"|537000|9/25/2024||"Rockingham"|"NH"|"B"|16117|0.37|1547|2|"A"|"N"|5|3|2|0|"Y"|"SLD"||||||||||||||"18X12"|"A,I"||"14X12"|"I"||"12X10"|||||||||||||||||||||||||||||||||||||||||||||"A"||"B,C,D"||1|"B,P"|1|"A"|"H"|"A"|"A"|"A,C,F,I"|"N"||"N"||"N"|"N"||"N"|"N"|2||4|"2f;0h"|1547|
"MH"|73248381|"E9500204"|"NB4514"|"SLD"|160000|"55"|"Heath Rd"||513||"01340"|"N"|"Cozy 2 bedroom mobile home on half acre in Colrain. Spacious Open kitchen-living room with some newer built ins. Updated kitchen w/newer appliances. One full bath and one half bath. Addition off the back-den/office. Enclosed back porch-also newer addition. Carport. Newer paved drive w/plenty of parking. Storage shed. Kerosene heat, mini splits and electric heat. Backyard slopes down to stream. Seller repairing septic and will provide a certificate of compliance."|32|6/6/2024 10:33:00 AM|0|"N"|"CN230123"|"AN6215"|180000|8/7/2024||"Franklin"|"MA"|"A,E"|21780|0.5|812|1|"D"|"N"|6|2|1|1||"SLD"|"1"||"1"|||||||"1"||"1"|"1"||"M"|"1"||"M"||||||||||"1"||"A"|"1"||"B"||||"1"|||"OFC"|"1"|||||||||||||||||||||||"tan"|"B,O"||"C,F,U"|"A,C"||"A,E,13,S"||"V"|"D"|"D"|"C"|"A,I,K,L"|"Y"|"M"||||"N"|||"N"|5|"A,N"|6|"1f;1h"|812|
"MH"|73248772|"CN248675"|"A95066"|"SLD"|329000|"54-1"|"South Meadow Village"||212||"02330"|"N"|"Welcome to South Meadow Village! A 55+ community with all the amenities one could need ""saltwater pool , club house to say a few. This Radco double wide home features an open floor plan with large 3 bedrooms, 2 full bathrooms &  One that includes handicap features. The kitchen is extremely spacious with an eat in breakfast nook with extra seating.  Also, not to mention a double oven for those big family dinners.   All  appliances plus washer & dryer are included in the sale. The living room area is spacious so you can easily personalize the layout to suit your lifestyle & make it the heart of your home. There is a large inviting sunroom to soak in all that natural light while enjoying your morning coffee & outside deck for your grill . Large bedrooms offer ample closet space. The exteriors features are low maintenance vinyl siding, a shed for all your tools & gardens to make your own. Best of all a carport to protect your vehicle from all the New England weather!"|32|6/25/2024 9:36:00 AM|0|"N"|"CT007142"|"A14006"|310000|8/29/2024|"South Meadow Village"|"Plymouth"|"MA"|"B"|0|0|1568|1|"D"|"N"|6|3|2|0||"SLD"|"1"|"13X23"||"1"|"10X12"|||||"1"|"12X12"||"1"|"12X12"||"1"|"10X12"||"1"|"10X10"|||||||||||||||||"1"|||||||||||||||||||||||||||"White"|"B,7,O"|"Q"|"A,C,S"|"C"|1|"B,M"|1|"A"|"A"|"B,E"|"C"|"B,C,H,K,L,P"|"N"||||"Y"|"N"|"Welcome to South Meadow Village 55+ community.  This home features an open floor plan which include"|"Y"|"N"|1|"C,N"|2|"2f;0h"|1568|
"MH"|73249203|"TM330783"|"AN5706"|"SLD"|265000|"18"|"Upton Street"||373||"01876"|"N"|"This brand-new mobile home is meticulously crafted to redefine comfort and style. As you enter, you'll be greeted by a spacious living room with built-ins that offer both functionality and aesthetic appeal. There is an open flow to the kitchen that offers many new stainless steel appliances and a comfortable space for dining. With two bedrooms and two bathrooms, including an en-suite bath in the main bedroom, this mobile home offers great closet space and a convenient layout. Some of the additional amenities include the recessed lighting and in-unit laundry hookups. This park is in an ideal location for those looking for easy access to the commuter rail and major highways. Don't delay, these new homes will not last long!"|11|6/7/2024 2:03:00 PM|0|"N"|"TM321052"|"AN4356"|266000|8/29/2024|"Lakeside Mobile Home Court"|"Middlesex"|"MA"|"A"|0|0|884|0||"N"|4|2|2|0|"Y"|"SLD"|"1"||"7,47"|||||||"1"||"7,O,47"|"1"||"13,V,7,47"|"1"||"V,M,47"||||||||||"1"||"13,7"|"1"||"A,7"||||"1"||"7"||||||||||||||||||||||||||||"C"|"B,C,F"|1|"B,P"|0|"H"|"D"|"A"|"A"|"A,C,F,I"|"N"||"N"||"N"|"N"||"Y"|"N"|2|"A,N"|2|"2f;0h"|884|
"MH"|73249221|"CN210635"|"AN8474"|"SLD"|164900|"557"|"Southwest Cutoff"|"32"|401||"01607"|"N"|"Like new 2 bed 1 bath located on a corner lot in Marty's Mobile Home Park. Inside, this home features central ac, luxury vinyl plank flooring throughout, upgraded granite countertops in the kitchen and bathroom, and stainless steel appliances. Outside you will find a maintenance free yard with crushed stone, a large storage shed (7'x10'), and off street parking. The monthly rent is $479 a month and includes sewer, water, real estate taxes, trash room, & maintenance of the roadways. Marty's is conveniently located on Route 20, close to all major highways (90, 146, 190, 290, 395) and shopping plazas."|10|6/7/2024 2:44:00 PM|0|"N"|"CN252582"|"K95636"|159950|8/1/2024|"Marty's Mobile Home Park"|"Worcester"|"MA"|"A"|0|0|672|0||"N"|3|2|1|0|"N"|"SLD"||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||"Yellow"|"O"|"D"|"A,C"|"B"|1|"B,M"|1|"A"||"A"|"A"|"A,C,I,K,L"|"N"||"N"||"N"|"N"||"N"|"N"|2|"A"|2|"1f;0h"|672|
"MH"|73249510|"CT006364"|"AN2653"|"SLD"|189900|"217"|"Cheshire Park"||117||"02576"|"N"|"Discover this excellent opportunity to own a charming mobile home in the sought-after 55+ community of Great Hill Estates. This 2-bedroom, 1.5-bath gem features a spacious open floor plan with a remodeled kitchen, a cozy living room with beamed ceilings, and a quaint dining area. The main bedroom offers a large walk-in closet and a private half bath, while the second bedroom is conveniently located near the full bath. Enjoy easy living with a laundry area, aluminum siding, new energy efficient ductless mini splits for economical heating and cooling, and two decks—one with a ramp. Located near Wareham Crossing for all your shopping needs, this home is perfect for relaxed, low-maintenance living. The community offers an association pool, clubhouse, and is pet-friendly (breed restrictions apply). Town water and sewer are included in the monthly fee. Don't miss out on this beautiful home in a vibrant community. Act now and make Great Hill Estates your new home!"|13|6/8/2024 6:03:00 PM|0|"N"|"ct006364"|"AN2653"|185000|8/21/2024||"Plymouth"|"MA"|"A"|0|0|980|0||"N"|4|2|1|1|"N"|"SLD"|"1"|"23X14"|"G,V,1"|"1"|"14X9"|"1"|||||||"1"|"14X12"|"I,1"|"1"|"12X9"|"V,M"||||||||||"1"|"8X6"|"24,L"||"7X7"|"B"||||"1"||||||||||||||||||||||||||||"C"|"D"|"B,C,S"|"B"|3|"I,13"|3|"V"|"D"|"A"|"A"|"A,C,I"|"N"||"N"||"Y"|"N"|"GLA based in length x Width of the mobile home as shown on title"|"Y"|"N"|2|"A,N"|2|"1f;1h"|980|
